"Timestamp","Sex","Age","Highest completed level of education","Do you have a significant other?","Which one do you prefer most?","How many sexual partners have you had in the past year ","Would you consider yourself sexually adventurous?","What type of snacks do you prefer?"
"2018/11/14 5:02:22 PM GMT+1","Male","18","High school","No","Sex","0","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:03:24 PM GMT+1","Female","21","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:04:11 PM GMT+1","Non-binary","30","Bachelor","No","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:04:39 PM GMT+1","Male","20","High school","No","Cuddling","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:04:41 PM GMT+1","Male","38","Bachelor","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:04:54 PM GMT+1","Male","24","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:04:54 PM GMT+1","Prefer not to say","21","Bachelor","No","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:05:35 PM GMT+1","Male","21","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:06:15 PM GMT+1","Female","19","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:06:15 PM GMT+1","Female","23","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:06:41 PM GMT+1","Female","31","High school","Yes","Sex","35","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:06:50 PM GMT+1","Male","22","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:07:20 PM GMT+1","Female","22","High school","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:07:50 PM GMT+1","Female","22","High school","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:08:07 PM GMT+1","Male","17","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:08:50 PM GMT+1","Female","27","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:09:29 PM GMT+1","Female","34","High school","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:09:40 PM GMT+1","Male","30","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:09:46 PM GMT+1","Female","24","Bachelor","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:10:25 PM GMT+1","Female","","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:10:34 PM GMT+1","Female","32","High school","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:10:36 PM GMT+1","Female","24","Bachelor","Yes","Cuddling","10","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:10:39 PM GMT+1","Male","30","Masters","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:10:43 PM GMT+1","Male","19","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:10:48 PM GMT+1","Male","24","High school","No","Sex","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:10:49 PM GMT+1","Female","26","Masters","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:11:37 PM GMT+1","Male","48","Bachelor","No","Sex","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:11:50 PM GMT+1","Male","17","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:12:08 PM GMT+1","Female","27","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:12:42 PM GMT+1","Male","23","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:13:02 PM GMT+1","Female","25","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:13:24 PM GMT+1","Female","21","High school","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:13:41 PM GMT+1","Female","19","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:13:41 PM GMT+1","Female","28","Bachelor","Yes","Sex","2","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:13:55 PM GMT+1","Male","24","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:14:29 PM GMT+1","Female","23","High school","Yes","Cuddling","6","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:14:37 PM GMT+1","Female","27","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:14:39 PM GMT+1","Male","18","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:14:52 PM GMT+1","Female","19","High school","No","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:15:05 PM GMT+1","Male","22","High school","No","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:15:11 PM GMT+1","Female","38","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:15:21 PM GMT+1","Female","26","High school","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:15:37 PM GMT+1","Female","28","Masters","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:15:39 PM GMT+1","Female","19","Bachelor","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:15:57 PM GMT+1","Female","22","Masters","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:17:24 PM GMT+1","Male","22","High school","Yes","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:18:29 PM GMT+1","Male","19","High school","Yes","Sex","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:18:36 PM GMT+1","Male","20","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:19:33 PM GMT+1","Female","25","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:19:49 PM GMT+1","Female","45","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:20:00 PM GMT+1","Male","24","Bachelor","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:20:00 PM GMT+1","Male","27","Bachelor","No","Sex","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:20:11 PM GMT+1","Female","23","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:20:27 PM GMT+1","Male","26","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:21:01 PM GMT+1","Male","26","Bachelor","No","Sex","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:21:34 PM GMT+1","Female","28","Bachelor","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:21:51 PM GMT+1","Female","40","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:22:17 PM GMT+1","Male","26","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:22:17 PM GMT+1","Male","27","Masters","No","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:22:52 PM GMT+1","Male","22","Bachelor","No","Sex","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:23:04 PM GMT+1","Male","39","Masters","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:23:17 PM GMT+1","Male","23","Bachelor","Yes","Cuddling","2","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:25:07 PM GMT+1","Male","20","High school","Yes","Cuddling","7","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:25:23 PM GMT+1","Male","26","Bachelor","Yes","Sex","3","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:25:40 PM GMT+1","Male","16","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:26:37 PM GMT+1","Female","26","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:26:50 PM GMT+1","Male","23","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:26:52 PM GMT+1","Female","38","Bachelor","Yes","Cuddling","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:27:11 PM GMT+1","Female","19","High school","Yes","Cuddling","3","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:27:21 PM GMT+1","Female","","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:27:49 PM GMT+1","Male","24","Bachelor","Yes","Sex","7","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:28:09 PM GMT+1","Female","33","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:28:15 PM GMT+1","Female","29","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:28:19 PM GMT+1","Male","25","Masters","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:28:26 PM GMT+1","Male","40","Bachelor","No","Sex","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:29:01 PM GMT+1","Prefer not to say","19","High school","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:29:59 PM GMT+1","Female","26","High school","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:30:18 PM GMT+1","Female","22","Bachelor","No","Cuddling","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:30:29 PM GMT+1","Female","18","High school","No","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:31:32 PM GMT+1","Female","23","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:32:58 PM GMT+1","Male","26","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:33:04 PM GMT+1","Male","24","Bachelor","No","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:33:21 PM GMT+1","Female","20","High school","Maybe","Cuddling","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:33:50 PM GMT+1","Female","23","Bachelor","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:34:03 PM GMT+1","Male","30","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:34:11 PM GMT+1","Male","25","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:35:01 PM GMT+1","Female","28","Bachelor","Yes","Sex","5","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:35:48 PM GMT+1","Female","33","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:36:18 PM GMT+1","Male","19","High school","No","Sex","2","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:36:31 PM GMT+1","Prefer not to say","23","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:36:49 PM GMT+1","Female","19","High school","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:36:56 PM GMT+1","Male","24","High school","Yes","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:37:57 PM GMT+1","Female","23","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:38:18 PM GMT+1","Female","25","Bachelor","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:38:41 PM GMT+1","Female","30","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:38:54 PM GMT+1","Female","22","Bachelor","No","Cuddling","4","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:39:05 PM GMT+1","Female","21","Bachelor","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:39:33 PM GMT+1","Male","15","High school","No","Sex","3","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:39:42 PM GMT+1","Female","29","Masters","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:39:46 PM GMT+1","Female","18","No education","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:39:50 PM GMT+1","Male","","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:39:51 PM GMT+1","Male","21","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:41:15 PM GMT+1","Female","22","Masters","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:42:14 PM GMT+1","Male","22","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:42:25 PM GMT+1","Female","24","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:43:01 PM GMT+1","Male","20","High school","No","Sex","2","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:43:30 PM GMT+1","Female","16","High school","Yes","Cuddling","2","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:44:04 PM GMT+1","Male","20","High school","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:44:22 PM GMT+1","Male","33","Bachelor","No","Sex","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:44:31 PM GMT+1","Male","38","No education","No","Sex","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:44:56 PM GMT+1","Male","32","Bachelor","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:45:07 PM GMT+1","Prefer not to say","18","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:45:16 PM GMT+1","Female","33","High school","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:45:33 PM GMT+1","Male","18","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:45:45 PM GMT+1","Male","42","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:45:55 PM GMT+1","Female","35","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:45:59 PM GMT+1","Male","","High school","No","Sex","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:46:11 PM GMT+1","Male","25","Masters","Maybe","Cuddling","3","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:46:29 PM GMT+1","Female","26","Masters","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:46:44 PM GMT+1","Female","30","Bachelor","Yes","Sex","12","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:47:33 PM GMT+1","Female","29","Bachelor","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:47:56 PM GMT+1","Female","18","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:49:09 PM GMT+1","Male","23","High school","No","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:49:10 PM GMT+1","Male","42","Masters","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:49:12 PM GMT+1","Female","26","Masters","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:49:15 PM GMT+1","Male","21","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:49:27 PM GMT+1","Male","27","High school","Yes","Sex","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:49:47 PM GMT+1","Male","28","Bachelor","No","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:49:53 PM GMT+1","Male","20","High school","No","Sex","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:50:28 PM GMT+1","Male","14","No education","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:50:54 PM GMT+1","Female","27","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:51:44 PM GMT+1","Male","17","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:52:06 PM GMT+1","Prefer not to say","23","Bachelor","No","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:52:48 PM GMT+1","Male","23","Bachelor","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:52:49 PM GMT+1","Female","17","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:53:00 PM GMT+1","Male","22","Bachelor","No","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:53:04 PM GMT+1","Female","27","Bachelor","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:53:11 PM GMT+1","Transguy","24","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:53:53 PM GMT+1","Male","16","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:55:10 PM GMT+1","Female","34","Masters","No","Sex","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:55:11 PM GMT+1","Male","20","Bachelor","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:55:29 PM GMT+1","Male","20","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:55:49 PM GMT+1","Female","22","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:55:57 PM GMT+1","Female","17","High school","No","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:56:23 PM GMT+1","Male","30","Masters","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:56:55 PM GMT+1","Male","26","High school","No","Sex","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:57:18 PM GMT+1","Male","23","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:57:28 PM GMT+1","Female","31","Masters","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:58:08 PM GMT+1","Male","26","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:58:54 PM GMT+1","Male","17","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:59:17 PM GMT+1","Male","22","Bachelor","Maybe","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 5:59:22 PM GMT+1","Female","30","Masters","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 5:59:35 PM GMT+1","Male","19","High school","No","Cuddling","3","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:00:27 PM GMT+1","Male","20","High school","Yes","Cuddling","12","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:01:12 PM GMT+1","Female","20","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:01:26 PM GMT+1","Female","26","Bachelor","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:01:34 PM GMT+1","Female","18","High school","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:01:58 PM GMT+1","Female","17","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:02:05 PM GMT+1","Female","23","Bachelor","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:02:07 PM GMT+1","Male","28","Bachelor","Maybe","Sex","15","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:02:12 PM GMT+1","Male","19","Bachelor","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:02:14 PM GMT+1","Male","18","High school","No","Sex","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:02:30 PM GMT+1","Male","23","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:02:48 PM GMT+1","Male","23","High school","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:03:06 PM GMT+1","Female","22","Bachelor","No","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:03:12 PM GMT+1","Female","24","Bachelor","Yes","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:03:23 PM GMT+1","Male","24","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:03:29 PM GMT+1","Female","33","Bachelor","No","Sex","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:03:30 PM GMT+1","Male","14","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:04:18 PM GMT+1","Male","32","Bachelor","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:05:39 PM GMT+1","Female","21","High school","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:05:52 PM GMT+1","Male","24","High school","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:05:54 PM GMT+1","Male","25","Bachelor","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:06:17 PM GMT+1","Male","20","Bachelor","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:06:41 PM GMT+1","Male","39","Bachelor","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:06:48 PM GMT+1","Male","21","High school","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:07:02 PM GMT+1","Male","15","High school","Maybe","Cuddling","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:08:29 PM GMT+1","Female","27","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:08:31 PM GMT+1","Female","25","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:08:52 PM GMT+1","Female","22","Bachelor","No","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:10:10 PM GMT+1","Female","19","High school","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:10:17 PM GMT+1","Male","37","Bachelor","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:10:32 PM GMT+1","Female","21","Bachelor","Yes","Sex","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:10:32 PM GMT+1","Male","16","No education","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:10:36 PM GMT+1","Female","33","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:10:47 PM GMT+1","Male","20","High school","No","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:12:49 PM GMT+1","Male","35","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 6:13:27 PM GMT+1","Male","14","No education","No","Sex","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:13:28 PM GMT+1","Female","25","Bachelor","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:13:50 PM GMT+1","Female","28","Masters","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 6:14:10 PM GMT+1","Male","20","High school","No","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
